公司,年月,證期會代碼,季別,財報發布日,每股盈餘,當季季底P/B,當季季底PSR,當季季底P/E,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,ROE(B)－常續利益,營業利益率,營業利益成長率,營業利益變動率,營業利益 /實收資本比,常續利益率－稅後,淨利變動率（單季）,稅前息前折舊前淨利率,稅前淨利率,稅前淨利成長率,稅後淨利率,稅後淨利成長率,季底普通股市值,營收成長率,營收變動率,淨值/資產,總資產成長率,總資產週轉次數,業外收支/營收,營業毛利率,營業毛利成長率,已實現銷貨毛利成長率,已實現銷貨毛利率,自由現金流量(D),營業收入淨額,股東權益總額,來自營運之現金流量
4583 台灣精銳,2023/9/28,4583,3,2023/10/27,3.79,1.7,5.78,13.45,4.25,2.88,3.45,3.17,3.17,33.26,-26.73,-12.02,26.81,46.96,19.16,69.72,57.76,1.48,46.96,0.91,"16,595,397",-20.97,-8.01,90.48,0.94,0.06,24.49,55.71,-17.42,-17.42,55.71,"-21,733","646,266","9,737,253","380,084"
4584 君帆,2023/9/28,4584,3,2023/11/10,0.75,1.43,1.32,11.99,2.66,1.26,1.87,2.34,2.34,11.37,12.42,-38.49,10.53,8.07,-21.08,18.31,12.28,-14.39,8.08,-33.11,"1,290,381",4.87,2.62,49.41,-0.81,0.15,0.91,32.8,-3.14,-3.14,32.8,"-10,067","257,343","904,555","21,961"
4609 唐鋒,2023/9/28,4609,3,2023/11/10,-0.23,1.96,3.08,,-0.96,-1.42,-0.88,-6.05,-6.05,-139.23,-4.47,-15.36,-5.1,-62.87,-0.91,-26.29,-62.88,-163.06,-62.88,-163.06,"349,047",-69.73,-4.06,26.42,-13.68,0.03,76.35,3.15,-74.59,-74.59,3.15,"-3,854","17,551","178,457","-6,102"
4702 中美實,2023/9/28,4702,3,2023/11/9,0.45,0.78,1.53,13.2,2.44,2.21,2.23,2.75,2.75,-0.53,-129.9,36.6,-0.1,24.14,"1,087.19",27.5,26.3,-26.69,24.14,-29.23,"943,946",-13.25,0.42,79.12,19.72,0.09,26.82,11.06,-18.02,-18.02,11.06,837,"135,507","1,212,146","124,185"
4706 大恭,2023/9/28,4706,3,2023/11/14,0.17,1.59,2.23,,1.32,0.84,1.39,0.94,0.94,2.13,-22.93,172.26,0.77,4.67,"2,091.56",8.93,5.1,-48.28,4.69,-43.65,"2,291,870",-7.17,9.05,90.23,-4.79,0.18,2.97,15.28,-8.77,-8.77,15.28,"-2,624","286,579","1,440,658","54,038"
4707 磐亞,2023/9/28,4707,3,2023/11/13,0.31,0.8,3.11,12.69,1.77,1.51,1.67,2.01,2.01,4.15,8.82,73.73,0.41,31.04,12.43,40.96,33.36,13.23,31.06,11.55,"4,624,715",2.34,3.11,71.21,-0.08,0.05,29.2,11.93,3.02,3.02,11.93,"32,748","372,522","5,763,414","83,433"
4711 永純,2023/9/28,4711,3,2023/11/10,0.02,0.92,1.26,58.83,0.5,0.12,0.48,0.12,0.16,-0.05,99.54,85.08,-0.02,0.81,"1,133.33",3.62,0.77,108.06,0.63,108.24,"970,790",-25.85,24.62,81.98,-6.93,0.16,0.82,11.17,415.38,415.38,11.17,"2,731","201,894","1,052,697","23,150"
4712 南璋,2023/9/28,4712,3,2023/11/10,-0.05,5.27,22.19,,6.81,-5.01,-4.1,-6.27,-6.27,"-10,488.10",58.12,-13.47,-0.6,"-8,019.05",45.12,"-6,169.05","-8,019.05",56.42,"-8,019.05",56.42,"274,127",-53.85,75,79.63,-37.58,0,"2,469.05",-559.52,80.25,80.25,-559.52,295,42,"52,065","-2,242"
4714 永捷,2023/9/28,4714,3,2023/11/13,-0.04,1.25,3.21,,-1.3,-0.36,-0.1,-0.76,-0.62,-23.17,-344.76,4.44,-1.96,-18.67,-413.09,-6.27,-23.29,9.67,-23.11,10.33,"1,835,022",-42.9,14.32,61.32,7.32,0.02,-0.12,17.8,-27.24,-27.24,17.8,"-375,939","118,613","3,747,992","-47,608"
4716 大立,2023/9/28,4716,3,2023/11/10,-0.12,1.03,1.95,,1.26,-0.51,1.17,-1,1.06,-11.59,"-3,582.30",-84.28,-1.96,7.74,17.94,0.85,-6.85,-155.72,-7.32,-182.55,"1,065,545",-4.4,12.75,61.22,-6.9,0.08,4.74,10.18,-35.99,-35.99,10.18,"-65,009","143,634","1,039,166","31,925"
4720 德淵,2023/9/28,4720,3,2023/11/14,0.66,1.06,0.44,26.72,2.26,2.27,1.01,4.53,0.37,2.47,20.9,104.48,2.02,0.64,573.36,15.89,12.03,300.18,7.89,316.15,"1,473,335",-8.59,1.73,47.16,-5.96,0.27,9.56,21.87,12.7,12.62,21.86,"-16,434","847,681","1,515,596","131,644"
4721 美琪瑪,2023/9/28,4721,3,2023/11/8,0.64,5.41,2.14,,6.48,2.72,3.04,4.41,4.41,12.15,-18.63,482.68,8.91,8.7,285.91,13.89,12.03,-45.65,8.7,-47.82,"6,051,370",-61.44,-14.39,61.25,-41.58,0.3,-0.12,17,-17.37,-12.8,17.82,"-23,248","549,880","1,117,989","-24,679"
4722 國精化,2023/9/28,4722,3,2023/11/9,0.79,1.21,1.06,16.43,2.63,1.81,2.11,2.83,2.86,8,18.4,41.04,7.19,8.92,99,13.44,11.31,-12.41,8.83,-15.1,"3,455,311",-3.8,4.32,63.42,-4.91,0.2,3.31,16.48,-11.44,-11.44,16.48,"-21,831","899,671","2,855,666","218,356"
4726 永昕,2023/9/28,4726,3,2023/11/14,-0.59,3.01,11.75,,-0.94,-3,-1.41,-4.59,-4.59,-121.65,15.57,22.16,-6.69,-107.71,27.12,-32.28,-106.64,31.44,-107.71,29.47,"7,823,668",-28.88,-48.06,67.62,11.19,0.03,15.01,-89.82,-37.25,-37.25,-89.82,"19,716","113,264","2,599,519","5,069"
4728 雙美,2023/9/28,4728,3,2023/11/13,3.39,8.4,6.34,11.9,13.85,8.71,9.41,15.78,15.78,54.44,30.03,17.31,47.37,38.91,27.62,62.06,57.99,35.41,38.91,34.31,"10,620,285",30.35,13.54,64.81,18.05,0.22,3.55,82.59,28.31,28.31,82.59,"-14,435","473,944","1,264,698","194,747"
4729 熒茂,2023/9/28,4729,3,2023/11/9,0.12,1.06,1.03,26.57,1.13,0.5,1.01,0.73,0.33,-3.89,-138.85,-158.89,-1.24,1.83,-45.11,19.97,5.34,-57.32,4.09,-63.18,"1,204,753",-31.59,-21.64,42.49,-1.1,0.07,9.23,15.97,-55.67,-55.67,15.97,"143,903","247,976","1,418,864","86,549"
4735 豪展,2023/9/28,4735,3,2023/11/13,0.37,1.51,1.36,17.64,1.81,1.09,1.97,1.5,1.46,-1.13,-108.22,-114.97,-0.65,6.22,-34.89,15.1,7.3,-63.25,6.38,-61.75,"1,376,962",-29.13,-17.22,68.09,-6.28,0.16,8.43,30.01,-29.81,-29.81,30.01,"34,412","212,195","911,574","36,782"
4736 泰博,2023/9/28,4736,3,2023/11/13,3.44,1.64,,8.12,4.27,2.72,3.7,3.84,4.71,21.5,-77.17,39.25,22.55,41.54,104.74,45.78,39.79,-61.13,33.86,-58.44,"14,210,726",-58.22,-15.8,73.27,-3.08,0.08,18.29,46.63,-62.64,-62.64,46.63,"-24,686","1,000,562","8,994,630","453,304"
4737 華廣,2023/9/28,4737,3,2023/11/10,-0.17,2.3,2.41,280.18,0.83,-0.01,0.66,-0.53,-0.53,-1.63,-131.08,-132.22,-1.14,-2.44,-197.03,9.79,-3.07,-228.31,-2.44,-200.09,"4,488,516",-24.73,-0.12,38.59,2.88,0.08,-1.44,37.74,-32.87,-32.87,37.74,"-352,362","425,142","1,961,034","58,994"
4739 康普,2023/9/28,4739,3,2023/11/9,-0.19,1.72,1.63,,0.7,0.09,0.56,-0.18,-0.43,-2.66,-139.31,-744.61,-2.57,-2.22,-178.74,8.96,0.06,-99.5,-0.92,-108.83,"9,391,388",-47.76,-21.41,64.58,-13.65,0.11,2.73,4.79,-69.62,-69.62,4.79,"-805,651","1,150,713","6,405,539","685,025"
4741 泓瀚,2023/9/28,4741,3,2023/11/10,0.45,1.33,1.85,22.08,2.97,1.55,2.39,1.85,1.85,10.02,18.69,252.13,4.8,10.76,136.23,20.89,13.39,-7.93,10.76,-4.94,"1,215,117",-21.49,10.16,85.32,-5.65,0.14,3.37,32.4,2.98,2.98,32.4,986,"157,440","925,424","39,109"
4743 合一,2023/9/28,4743,3,2023/11/9,-0.5,5.57,"1,042.73",,-0.73,-1.46,-0.88,-1.53,-1.53,"-1,414.11",11.41,3.72,-5.93,"-1,179.52",31.33,-592.6,"-1,177.05",-180.81,"-1,185.96",-181.62,"79,127,200",37.36,-4.34,95.87,-6.1,0,237.06,35.48,36.9,36.9,35.48,"62,769","19,029","14,654,988","-123,477"
4744 皇將,2023/9/28,4744,3,2023/11/13,0.44,1.41,1.55,123.12,2.14,1.23,1.6,2.11,2.11,6.04,236.98,4.51,3.22,8.66,-11.16,14.72,9.5,-39.61,8.66,-28.92,"1,594,188",49.48,-6.53,52.54,3.44,0.12,3.46,49.82,73.32,73.32,49.82,"14,158","293,091","1,220,964","55,350"
4745 合富-KY,2023/9/28,4745,3,2023/11/13,0.23,0.7,0.38,6.31,0.93,0.64,0.81,0.71,0.74,5.2,-34.31,-50.56,7.92,3.15,-29.48,6.81,4.58,-41.13,3.02,-32.99,"1,936,225",-19.82,-10.01,71.67,-3.19,0.16,-0.61,20.05,-12.95,-12.95,20.05,"-96,238","1,180,538","5,120,247","45,496"
4746 台耀,2023/9/28,4746,3,2023/11/10,-0.95,1.43,2.5,20.95,3.83,-1.18,1.58,-2.03,1.3,13.1,43.57,-6.15,12.3,9.42,-383.92,2.93,-8.84,-120.29,-14.64,-136.89,"10,546,364",10.27,3.89,60.68,8.41,0.08,-21.93,43.12,22.74,22.74,43.12,"-219,467","1,129,226","8,070,583","424,908"
4747 強生,2023/9/28,4747,3,2023/11/13,0.45,2.61,7.01,41.11,1.66,1.11,1.35,1.37,1.39,16,-1.36,-12.94,5.92,11.71,-23.69,20.13,14.9,-8.53,11.61,-10.67,"4,157,098",16.94,-4.63,81.52,93.16,0.09,-1.1,39.99,6.65,6.65,39.99,"-458,739","148,019","1,594,761","48,231"
4754 國碳科,2023/9/28,4754,3,2023/11/8,0.43,2.79,2.06,16.52,2.57,1.71,2.05,2.81,2.81,8.58,-29.02,-52.86,4.3,8.48,-43.86,13.41,10.65,-28.38,8.48,-28.6,"1,299,141",24.21,-19.97,60.01,10.16,0.19,2.07,33.12,4.98,4.98,33.12,"4,223","152,021","465,928","41,305"
4755 三福化,2023/9/28,4755,3,2023/11/7,1.09,3.15,2.79,26.53,3.47,1.55,2.66,2.56,2.56,10.16,-17.25,11.08,12.25,9.04,2.24,21.52,12.27,-29.36,9.05,-32.6,"13,595,310",-0.3,-3.67,57.74,-1.3,0.16,2.11,20,-15.98,-15.98,20,"-15,238","1,214,123","4,350,539","318,039"
4760 勤凱,2023/9/28,4760,3,2023/11/7,1.2,3.11,2.51,20.08,4.73,3.37,3.76,4.7,4.65,12.63,180.81,-1.87,12.73,11.06,-12.38,16.76,13.87,97.01,11.17,92.57,"2,479,046",80.99,8.93,66.19,11.99,0.28,1.24,19.89,80.32,80.32,19.89,726,"323,703","796,349","-75,143"
4763 材料-KY,2023/9/28,4763,3,2023/11/13,19.7,9.9,9.89,19.48,21.25,17.77,18.75,24.44,24.44,55.48,529.69,43.15,210.66,50.8,52.04,60.89,57.25,435.52,50.79,429.94,"83,230,810",172.77,37.8,75.39,134.92,0.35,1.77,62.05,339.04,339.04,62.05,"-1,881,577","3,261,319","8,597,172","2,425,143"
4764 雙鍵,2023/9/28,4764,3,2023/11/8,-0.13,1.67,1.59,,0.79,-0.1,0.53,-0.52,-0.53,-2.36,37.45,68.55,-1.59,-2.01,56.26,6.57,-1.36,-167.63,-1.97,-282.01,"3,721,077",-9.26,-2,47.86,-3.3,0.12,1,13.62,-2.43,-2.43,13.62,"120,204","577,816","2,233,323","27,419"
4766 南寶,2023/9/28,4766,3,2023/11/10,5.35,1.93,1.21,8.52,4.66,3.04,3.62,4.89,4.87,15.98,63.36,31.36,72.23,12.51,41.62,20.15,16.49,52.3,12.56,69.38,"25,018,275",-7.09,7.24,60.64,-6.78,0.23,0.51,33.13,26.89,26.89,33.13,"-476,916","5,451,354","14,311,130","1,169,664"
4767 誠泰科技,2023/9/28,4767,3,2023/11/10,0.95,1,0.69,10.63,2.91,2.21,2.45,3.45,3.42,10.42,40.72,9.54,10.72,9.11,6.53,12.59,10.89,28.99,9.21,27.86,"887,474",-10.08,-2.3,63.3,-2.32,0.23,0.47,25.48,8.38,8.38,25.48,"-12,170","323,009","884,369","79,014"
4768 晶呈科技,2023/9/28,4768,3,2023/11/14,0.56,7.31,8.52,35.7,2.34,1.11,1.69,1.6,1.6,17.29,-78.38,-31.67,7.54,11.84,-39.32,26.75,17.37,-80.59,11.84,-83.41,"7,948,260",-52.05,-15.8,62.12,12.44,0.09,0.08,42.39,-61.15,-61.15,42.39,"1,080","169,005","1,265,607","-25,227"
4770 上品,2023/9/28,4770,3,2023/11/13,4.82,3.28,3.87,10.6,5.34,4.05,4.47,5.58,5.62,33.07,-25.1,-15.63,51.25,31.25,2.08,40.92,37.08,-20.53,31.05,-17.89,"23,351,221",-19.3,-15.7,73.29,8.96,0.13,4,46.47,-19.71,-19.71,46.47,"-63,667","1,234,905","7,111,712","186,074"
4804 大略-KY,2023/9/28,4804,3,2023/11/14,-1.23,1.44,0.8,,2.97,-7.46,-0.59,-32.09,-17.99,-25.58,30.68,"-2,013.04",-3.86,-45.76,"-5,192.80",-28.69,-78.26,-55.4,-81.64,-59.24,"219,933",13.15,-3.25,22.57,-44.72,0.1,-52.68,47.47,83.81,83.81,47.47,"-21,147","68,399","152,807","24,483"
4806 昇華,2023/9/28,4806,3,2023/11/14,-0.16,3.81,287.9,,-2.26,-2.55,-2.37,-14.3,-14.3,"-11,476.25",32.24,-59.48,-1.24,"-13,751.25",-58.13,"-10,680","-13,751.25",45,"-13,751.25",49.16,"414,003",-80.15,-92,26.42,-4.09,0,"-2,275",33.75,100.98,100.98,33.75,"-79,118",80,"111,066","10,603"
4807 日成-KY,2023/9/28,4807,3,2023/11/14,-0.54,0.86,0.55,,-0.42,-1.52,-0.51,-2.59,-2.58,-10.06,-140.88,58.91,-8.47,-6.73,63.25,-1.56,-7.35,-126.15,-6.75,-131.17,"645,053",-39.15,29.05,61.24,-7.96,0.24,2.71,11.28,-75.73,-75.73,11.28,"1,361","323,395","832,767","-75,389"
4903 聯光通,2023/9/28,4903,3,2023/11/9,-0.07,1.71,2.22,814.08,-0.07,-0.62,-0.2,-0.81,-0.87,-4.78,-196.84,55.87,-0.88,-4.43,62.1,-0.17,-4.14,-86.52,-4.14,-85.81,"1,571,170",-23.94,77.51,77.14,12.82,0.16,0.64,15.42,-18.67,-18.67,15.42,"2,218","190,416","967,583","-11,919"
4904 遠傳,2023/9/28,4904,3,2023/11/6,0.87,3.89,2.59,17.59,4.96,1.83,4.01,4.71,4.73,15.49,13.23,4.79,11.04,12.34,2.35,35.19,15.04,15.46,12.29,16.73,"236,892,950",4.81,7.01,37.43,-2.63,0.14,-0.46,30.77,5.32,5.32,30.77,"-2,614,716","23,219,884","61,917,065","7,951,625"
4905 台聯電,2023/9/28,4905,3,2023/11/10,1.82,0.73,,146.58,0.64,1.68,0.55,1.98,0.53,-7.19,-150.04,74.43,-1.1,33.37,22.21,140.49,129.03,830.16,124.17,793.47,"2,024,792",99.21,92.5,80.06,32.14,0.01,136.23,39.98,115.34,115.34,39.98,"5,288","44,867","2,839,145","20,831"
4906 正文,2023/9/28,4906,3,2023/11/8,0.9,1.11,0.51,14.78,1.67,1.52,1.1,2.61,0.85,0.88,-52.65,-80.76,1.35,1.84,13.98,10.2,7.07,47.15,5.64,50.02,"14,584,410",-20.08,-12.22,57.61,-16.5,0.25,6.19,10.43,-2.41,-2.41,10.43,"-179,220","6,156,474","13,547,465","1,756,655"
4907 富宇,2023/9/28,4907,3,2023/11/8,0.38,2.76,4.43,167.52,0.49,0.41,0.41,2.68,2.68,6.15,357.62,451.15,4.59,5.15,595.18,6.24,6.04,340.58,5.15,333.34,"4,737,615","165,693.23","1,555.10",15.02,23.28,0.08,-0.11,13.31,"69,378.11","69,378.11",13.31,"-512,066","882,020","1,719,401","435,254"
4908 前鼎,2023/9/28,4908,3,2023/11/14,0.81,4.96,9.76,34.92,4.53,3.37,3.62,4.01,4.01,20.47,0.16,15.82,6.48,25.63,20.62,34.44,32.03,-10.56,25.63,-10.56,"7,996,001",12.19,20.76,88.46,-0.95,0.13,11.57,41.64,10.45,10.45,41.64,"1,790","247,711","1,613,173","50,966"
4909 新復興,2023/9/28,4909,3,2023/11/10,0.58,0.94,3.6,322.24,2.66,2.09,2.37,2.27,2.27,-0.67,96.63,93.47,-0.15,26.17,506.03,33.42,29.03,54.69,26.19,99.52,"2,268,551",84.51,70.12,91.6,1.19,0.08,29.7,13.94,288.65,288.65,13.94,"-16,950","206,137","2,411,583","26,780"
4911 德英,2023/9/28,4911,3,2023/11/6,0.4,4.43,20.29,41.4,3.87,2.86,3.1,3.03,3.03,42.24,310.11,-1.01,3.59,46.95,33.19,63.52,58.69,360.07,46.95,286.95,"3,300,638",141.22,6.43,95.21,11.18,0.06,16.45,79.75,195.14,195.14,79.75,"-5,091","47,347","744,819","18,152"
4912 聯德控股-KY,2023/9/28,4912,3,2023/11/14,2.07,1.52,1.14,17.34,4.18,1.99,3,4.05,4.15,10.64,33.25,827.39,25.36,9.62,712.46,19.52,12.02,-7.36,9.41,-7.52,"5,273,882",12.15,41.42,45.74,-7.35,0.19,1.38,25.1,6.81,6.81,25.1,"-93,624","1,482,351","3,578,670","143,652"
4915 致伸,2023/9/28,4915,3,2023/11/8,1.63,1.88,0.49,8.62,3.39,1.7,1.72,4.34,2.35,5.31,-20.17,4.28,18.04,2.75,3.93,9.58,6.32,-16.53,5.08,-14.92,"32,044,721",-29.62,-2.13,39.37,-8.55,0.32,1,16.32,-19.21,-19.21,16.32,"-826,573","15,723,220","19,205,881","1,477,114"
4916 事欣科,2023/9/28,4916,3,2023/11/9,0.61,1.73,1.06,16.74,2.66,1.85,2.38,2.96,3.04,8.15,458.16,30.56,6.89,7.21,63.7,12.63,8.65,"1,349.83",7.02,"2,590.14","3,673,952",26.07,-2.14,57,0.12,0.23,0.5,18.88,90.68,90.68,18.88,"-90,044","839,572","2,126,714","-11,664"
4919 新唐,2023/9/28,4919,3,2023/11/2,1.43,3.27,1.44,19.11,3.43,1.78,2.72,3.82,3.97,6.96,-42.3,36.22,14.87,6.94,35.32,12.21,7.88,-37.81,6.68,-36.61,"52,470,625",-13.76,0.18,49.02,-6.65,0.26,0.93,41.88,-12.37,-12.37,41.88,"795,144","8,969,569","16,062,620","345,105"
4923 力士,2023/9/28,4923,3,2023/11/8,0.27,2.11,2.11,65.93,2.2,1.05,1.63,1.23,1.23,-0.06,-100.45,99.07,-0.03,4.64,431.6,9.89,6.57,-75.59,4.64,-78.12,"1,572,496",-15.43,32.09,84.04,-13.46,0.22,6.63,28.64,-19.66,-19.66,28.64,-289,"196,120","743,543","-3,899"
4924 欣厚-KY,2023/9/28,4924,3,2023/11/13,-0.15,1.2,0.74,,1.93,-0.43,0.96,-1.57,-1.04,-4.33,-305.26,59.11,-1.76,-2.44,70.38,5.54,-3.52,-143.34,-3.7,-145.73,"431,102",-4.69,58.37,47.23,-1.83,0.2,0.82,20.1,-20.83,-20.83,20.1,"-28,132","151,249","358,713","6,400"
4927 泰鼎-KY,2023/9/28,4927,3,2023/11/14,-0.95,1.51,0.81,,1.57,-0.65,1.06,-2.51,-1.87,-4.22,-220.45,4.14,-6.88,-4.35,-11.68,7.59,-5.84,-285.6,-5.84,-411.11,"10,693,453",-3.2,-1.78,38.33,-7.97,0.17,-1.62,8.7,-49.98,-49.98,8.7,"231,014","3,096,600","7,110,707","290,414"
4930 燦星網,2023/9/28,4930,3,2023/11/9,2.24,0.66,0.33,2.9,4.11,3.18,3.26,5.8,5.27,8.21,48.01,66.56,22.57,14.32,265.91,23.93,20.35,119.28,15.75,106.51,"2,160,000",16.19,53.41,52.46,-3.95,0.19,12.14,18.35,11.13,11.13,18.35,"-55,799","2,199,565","6,254,837","127,400"
4931 新盛力,2023/9/28,4931,3,2023/11/9,-0.55,2.14,1.02,24.74,-2.19,-2.37,-1.8,-3.44,-3.41,-20.83,-181.16,-326.58,-9.19,-12.26,-210.2,-12.44,-16.05,-136.9,-12.38,-134.27,"2,153,966",-65.91,-44.61,76.66,-32.13,0.19,4.78,0.97,-98.28,-98.28,0.97,"27,228","284,434","1,006,514","-59,763"
4933 友輝,2023/9/28,4933,3,2023/11/9,1.81,1.21,1.76,12.82,4.52,3.38,3.71,4.47,4.13,10.81,"1,813.13",-14.76,9.46,19.13,14.86,30.5,25.87,80.91,20.72,81.87,"4,043,718",71.71,6.92,77.04,3.01,0.16,15.06,26.59,160.47,160.47,26.59,"-5,282","703,698","3,334,888","87,466"
4934 太極,2023/9/28,4934,3,2023/11/14,0.44,3.05,2.7,120.74,3.7,1.87,3.41,2.36,2.32,3.3,936.8,330.51,0.95,9.23,89.91,20.11,9.66,"1,323.13",9.41,"1,335.45","7,312,500",6.35,-8.77,79.13,-22.04,0.19,6.36,22.57,95.93,95.93,22.57,"-32,425","649,208","2,628,379","406,361"
4935 茂林-KY,2023/9/28,4935,3,2023/11/10,1.23,0.8,0.99,12.1,2.34,1.51,2.21,1.98,1.98,5.22,-82.13,-33.85,6.23,10.36,-32.27,16.25,10.02,-72.79,10.34,-67.87,"6,584,950",-51.73,-12.55,78.13,-16.64,0.14,4.79,17.29,-61.95,-61.95,17.29,"-90,634","1,536,922","8,208,232","491,753"
4938 和碩,2023/9/28,4938,3,2023/11/14,1.72,1.07,0.16,8.04,2.08,0.89,1.5,2.18,2.36,1.39,-42.4,43.02,16.5,1.62,38.11,3.64,2.24,-20.17,1.53,-32.06,"204,106,828",-10.51,12.49,36.63,-7.36,0.55,0.85,3.85,-24.36,-24.36,3.85,"-4,693,298","315,769,110","223,859,158","25,984,622"
4939 亞電,2023/9/28,4939,3,2023/11/7,0.3,1.05,1.09,37.01,2.32,1.31,1.77,1.95,1.95,6.79,-26.9,38.15,3.09,6.62,"2,144.23",14.43,8.87,303.62,6.62,256.13,"1,635,030",0.4,22.53,54.63,-2.65,0.16,2.08,23.44,7.33,7.33,23.44,"-41,948","447,110","1,563,440","-35,661"
4942 嘉彰,2023/9/28,4942,3,2023/11/9,1.39,0.72,1.01,6.92,3.59,1.84,2.59,2.33,2.31,13.68,6.2,1.37,15.56,12.09,-1.6,23.91,17.57,-19.42,12.18,-9.73,"6,228,556",-13.54,3.8,79.62,-1.07,0.15,3.89,25.44,0.62,0.62,25.44,"-48,100","1,619,281","8,716,366","339,032"
4943 康控-KY,2023/9/28,4943,3,2023/11/14,-0.89,49.43,0.81,,1.4,-2.43,0.78,-460.75,-460.29,-15.59,74.35,42.34,-8.27,-16.71,40.18,9.53,-17.11,68.99,-16.73,70.73,"1,301,250",1.84,25.1,0.61,-31.28,0.17,-1.52,5.17,122.47,122.47,5.17,"-115,522","460,112","16,305","-88,611"
4945 陞達科技,2023/9/28,4945,3,2023/11/7,0.64,3.36,6.17,81.83,3.68,2.7,3.39,2.96,2.97,2.5,-48.15,-86.91,0.97,16.45,-45.5,25.38,20.18,-22.28,16.39,-20.57,"2,194,535",10.42,1.93,90.29,-13.95,0.16,17.68,32.25,-14.31,-14.31,32.25,"8,122","116,136","653,495","31,237"
4946 辣椒,2023/9/28,4946,3,2023/11/14,-2.96,8.21,,,-12.96,-14.75,-13.27,-38.15,-37.09,-317.04,-31.16,-49.52,-30.01,-326.66,-56.38,-300.32,-335.97,-23.03,-335.97,-22.96,"490,834",-39.98,24.44,34,-19.01,0.04,-18.93,-45.16,-487.03,-487.03,-45.16,"2,780","7,928","56,512","-22,106"
4951 精拓科,2023/9/28,4951,3,2023/11/7,0.85,2.73,5.4,21.08,3.06,3.06,3.27,3.67,3.67,22.39,-28.94,11.51,6.73,28.43,0.56,28.87,26.32,-30.08,28.43,-7,"2,195,716",-8.39,-0.21,90.06,17.64,0.11,3.93,68.62,-14.25,-14.25,68.62,"2,366","102,595","809,671","-23,261"
4952 凌通,2023/9/28,4952,3,2023/11/8,0.5,2.64,2.58,28.54,2.91,1.82,2.43,2.6,2.57,8.68,-55.21,-24.21,4.69,9.06,-18.83,15.6,11.07,-53.98,9.19,-53.63,"5,560,447",-14.8,-6.02,75.46,-18.73,0.19,2.4,37.17,-28.93,-28.93,37.17,"34,112","587,740","2,109,807","225,676"
4953 緯軟,2023/9/28,4953,3,2023/11/7,2.29,2.51,1.01,13.19,4.24,3.51,3.87,5.33,5.33,7.16,0.34,7.13,21.82,7.32,22.96,8.84,7.87,6.2,7.32,12.29,"8,557,173",6.84,4.36,71.33,10.79,0.48,0.72,20.54,1.57,1.57,20.54,"-565,523","2,220,500","3,414,464","34,405"
4956 光鋐,2023/9/28,4956,3,2023/11/8,-0.15,0.81,1.25,,1.48,-0.4,1.17,-0.81,-0.81,-13.04,-12.4,-7.91,-3.64,-5.23,35.65,15.18,-6.46,9.51,-5.23,8.73,"1,455,916",1.73,-4.37,63.06,-6.18,0.1,6.58,1.07,-82.29,-82.29,1.07,"31,559","280,320","1,798,113","20,769"
4958 臻鼎-KY,2023/9/28,4958,3,2023/11/6,2.4,0.97,0.62,7.67,3.58,1.58,3.04,2.58,2.68,8.53,-55.69,289.33,37.74,8.31,"2,127.36",20.02,9.06,-54.86,7.99,-53.31,"93,189,622",-16.17,78.1,54.27,7.88,0.18,0.53,20.47,-33.91,-33.91,20.47,"-8,447,892","41,919,467","134,470,844","5,143,423"
4960 誠美材,2023/9/28,4960,3,2023/11/7,0.06,0.74,0.79,,2.88,0.39,1.29,0.39,0.89,-3.19,20.97,0.94,-1.45,3.23,121.05,6.8,1.76,-82.9,1.42,-84.6,"6,982,938",36.49,2.73,65.26,0.33,0.18,4.95,5.85,70.76,70.76,5.85,"374,314","2,598,172","9,450,137","-228,718"
4961 天鈺,2023/9/28,4961,3,2023/10/25,3.98,1.99,2.02,14.23,3.5,2.64,3.04,3.21,3.17,15.33,44.28,4.37,53.63,15.38,0.35,21.99,18.78,36.01,15.57,39.69,"33,587,358",1.19,-2.29,84.27,-0.92,0.17,3.45,33.47,8.61,8.61,33.47,"524,735","4,241,538","20,711,785","1,734,525"
4966 譜瑞-KY,2023/9/28,4966,3,2023/11/1,7.71,3.95,6.09,39.36,3.65,2.7,3.29,3.13,3.13,15.76,-44.6,41.58,71.94,16.52,42.55,22.39,17.8,-39.5,16.52,-38.33,"79,917,528",-19.31,15.81,86.95,-7.94,0.16,2.04,43.75,-22,-22,43.75,"-210,514","3,705,248","20,250,430","1,456,432"
4967 十銓,2023/9/28,4967,3,2023/11/10,0.54,2.29,0.36,43.47,0.64,0.56,0.63,1.9,1.91,2.81,196.44,"1,010.31",14.34,1.04,9.57,1.73,1.21,146.22,1.04,142.48,"4,600,536",116.33,-35.5,22.07,146,0.43,-1.6,9.53,375.66,375.66,9.53,"23,743","3,647,504","2,013,163","222,494"
4968 立積,2023/9/28,4968,3,2023/10/26,-0.5,5.85,4.5,,-0.56,-1.35,-0.44,-2.01,-2,-11.55,-289.36,9.58,-9.43,-6.07,17.36,-2.25,-7.45,-146.67,-6.1,-146.25,"13,070,748",-17.6,0.06,69.33,-11.63,0.23,4.1,25.88,-41.12,-41.12,25.88,"301,151","738,381","2,232,620","179,831"
